"N","J","Distribution","Response","Replication","Alpha","Omega"
200,3,"normal","inconsistent",41,0.446074212371569,0.451487878409736
200,3,"normal","inconsistent",42,0.527218122125355,0.528994287835843
200,3,"normal","inconsistent",43,0.503198793081154,0.506574299050886
200,3,"normal","inconsistent",44,0.528954084131376,0.53958105910871
200,3,"normal","inconsistent",45,0.401226262878958,0.403457527317691
200,3,"normal","inconsistent",46,0.47816658712537,0.485958181058644
200,3,"normal","inconsistent",47,0.469447727947202,0.480876095736831
200,3,"normal","inconsistent",48,0.635892270527739,0.642687923731326
200,3,"normal","inconsistent",49,0.535159022295839,0.546424230487505
200,3,"normal","inconsistent",50,0.499340991858078,0.505143777015902
200,3,"skewed","consistent",1,0.756543036591509,0.759943776488227
200,3,"skewed","consistent",2,0.819221586092358,0.823234198430855
200,3,"skewed","consistent",3,0.638554899458882,0.650088764400317
200,3,"skewed","consistent",4,0.730071785970793,0.73191152894955
200,3,"skewed","consistent",5,0.718631716893982,0.719953477827624
200,3,"skewed","consistent",6,0.770438916939965,0.776038354426405
200,3,"skewed","consistent",7,0.781734991638379,0.785716973234131
200,3,"skewed","consistent",8,0.742264375122705,0.743766834681364
200,3,"skewed","consistent",9,0.709316138110699,0.723828538296703
200,3,"skewed","consistent",10,0.662010535248557,0.672851370111407
200,3,"skewed","consistent",11,0.66622136747398,0.66844613871825
200,3,"skewed","consistent",12,0.754487232353448,0.754987951476126
200,3,"skewed","consistent",13,0.694982534636146,0.695939579900932
200,3,"skewed","consistent",14,0.811361629543785,0.815465610693305
200,3,"skewed","consistent",15,0.680032054350104,0.681184900098267
200,3,"skewed","consistent",16,0.751534226774426,0.757286281492689
200,3,"skewed","consistent",17,0.752330848267347,0.758041761113175
200,3,"skewed","consistent",18,0.584652808314496,0.589311705890995
200,3,"skewed","consistent",19,0.782299362422635,0.786589131922063
200,3,"skewed","consistent",20,0.841516901745759,0.841940791485039
200,3,"skewed","consistent",21,0.770982786074151,0.771233802504727
200,3,"skewed","consistent",22,0.730429489101267,0.734841995869744
200,3,"skewed","consistent",23,0.796537400216201,0.800990653639569
200,3,"skewed","consistent",24,0.663230025658157,0.668726646799043
200,3,"skewed","consistent",25,0.766403782346498,0.769544987439164
200,3,"skewed","consistent",26,0.767868114596771,0.769651988224787
200,3,"skewed","consistent",27,0.689151046042627,0.695009509093076
200,3,"skewed","consistent",28,0.655170112277256,0.682279728020747
200,3,"skewed","consistent",29,0.601349705807041,0.620389896440204
200,3,"skewed","consistent",30,0.796968195790617,0.799556518321996
200,3,"skewed","consistent",31,0.689421895272895,0.690836557827244
200,3,"skewed","consistent",32,0.80848018575843,0.810088245246526
200,3,"skewed","consistent",33,0.721134476543994,0.724387534448911
200,3,"skewed","consistent",34,0.746761075755719,0.753313304822203
200,3,"skewed","consistent",35,0.704785922670084,0.707288558277302
200,3,"skewed","consistent",36,0.721751458927485,0.726716814506375
200,3,"skewed","consistent",37,0.737184828239426,0.739944455338488
200,3,"skewed","consistent",38,0.667026454794546,0.669598392953973
200,3,"skewed","consistent",39,0.724943790321316,0.725714776825984
200,3,"skewed","consistent",40,0.751449335684171,0.756499965162496
200,3,"skewed","consistent",41,0.710690132051048,0.712526609586269
200,3,"skewed","consistent",42,0.714611447368101,0.722703861708815
200,3,"skewed","consistent",43,0.770990754463335,0.771999648244812
200,3,"skewed","consistent",44,0.70827986026521,0.712263943563217
200,3,"skewed","consistent",45,0.688605686817107,0.696993329206894
200,3,"skewed","consistent",46,0.710155010494954,0.713052872957961
200,3,"skewed","consistent",47,0.635768553490506,0.6415878737943
200,3,"skewed","consistent",48,0.738468603394773,0.743868968339248
200,3,"skewed","consistent",49,0.694124156619041,0.700375917642001
200,3,"skewed","consistent",50,0.76331841664463,0.764348737585931
200,3,"skewed","acquiescent",1,0.75704930355158,0.758435725455166
200,3,"skewed","acquiescent",2,0.814779844690442,0.817411020005435
200,3,"skewed","acquiescent",3,0.72793231333046,0.737340865728819
200,3,"skewed","acquiescent",4,0.78456561421177,0.792062480597294
200,3,"skewed","acquiescent",5,0.716371711942549,0.721080575364239
200,3,"skewed","acquiescent",6,0.695299223851386,0.696236215995816
200,3,"skewed","acquiescent",7,0.783271052278385,0.784459764480492
200,3,"skewed","acquiescent",8,0.790850722595917,0.792686023511423
200,3,"skewed","acquiescent",9,0.669416887050524,0.684247487400446
200,3,"skewed","acquiescent",10,0.737383560888522,0.742504327807393
200,3,"skewed","acquiescent",11,0.656029273765392,0.668936717627467
200,3,"skewed","acquiescent",12,0.6676947528104,0.67959417673154
200,3,"skewed","acquiescent",13,0.699186307344756,0.70903206907908
200,3,"skewed","acquiescent",14,0.661181706372977,0.663573808008566
200,3,"skewed","acquiescent",15,0.673516695392901,0.676793057466974
200,3,"skewed","acquiescent",16,0.756860253937847,0.758508941216097
200,3,"skewed","acquiescent",17,0.754741580312723,0.758398713175389
200,3,"skewed","acquiescent",18,0.713643026285677,0.715739652294227
200,3,"skewed","acquiescent",19,0.764818577247796,0.7672141772399
200,3,"skewed","acquiescent",20,0.753075167703297,0.754018766956445
200,3,"skewed","acquiescent",21,0.822599286672149,0.824805982000587
200,3,"skewed","acquiescent",22,0.83388286386975,0.834503855511309
200,3,"skewed","acquiescent",23,0.79488054626633,0.796669175728206
200,3,"skewed","acquiescent",24,0.802171876969348,0.803620106172412
200,3,"skewed","acquiescent",25,0.795623825167748,0.803635195361109
200,3,"skewed","acquiescent",26,0.808300357002224,0.809916365539507
200,3,"skewed","acquiescent",27,0.717096175486122,0.719887331829424
200,3,"skewed","acquiescent",28,0.827759841990474,0.829605475375495
200,3,"skewed","acquiescent",29,0.783247134040099,0.785339711322774
200,3,"skewed","acquiescent",30,0.713740881413939,0.715491426535142
200,3,"skewed","acquiescent",31,0.735835471292846,0.749637388272502
200,3,"skewed","acquiescent",32,0.703388001742776,0.717976967117227
200,3,"skewed","acquiescent",33,0.740977119125307,0.746368332633953
200,3,"skewed","acquiescent",34,0.838363013405306,0.83904974696028
200,3,"skewed","acquiescent",35,0.795735140601171,0.795903319349384
200,3,"skewed","acquiescent",36,0.74666766940547,0.752202729446716
200,3,"skewed","acquiescent",37,0.725530661578114,0.726756299071604
200,3,"skewed","acquiescent",38,0.719927888572195,0.724731751150815
200,3,"skewed","acquiescent",39,0.743396670617082,0.748353592269667
200,3,"skewed","acquiescent",40,0.657153748369506,0.663874690055997
200,3,"skewed","acquiescent",41,0.722053840571891,0.725181479260463
200,3,"skewed","acquiescent",42,0.804803825700801,0.805507256009137
200,3,"skewed","acquiescent",43,0.733618251125665,0.738866361879407
200,3,"skewed","acquiescent",44,0.745719376117074,0.747127217007869
200,3,"skewed","acquiescent",45,0.728238419769771,0.72990534069343
200,3,"skewed","acquiescent",46,0.813130051718384,0.81392157330183
200,3,"skewed","acquiescent",47,0.693359402613362,0.701202433572921
200,3,"skewed","acquiescent",48,0.733687324445891,0.742250288127368
200,3,"skewed","acquiescent",49,0.796162792357861,0.797945081909
200,3,"skewed","acquiescent",50,0.594448421856885,0.596506240960608
200,3,"skewed","extreme",1,0.720092234542561,0.725761326251997
200,3,"skewed","extreme",2,0.703543990930551,0.708584337240092
200,3,"skewed","extreme",3,0.815092466990594,0.818142781765977
200,3,"skewed","extreme",4,0.693572069186794,0.709436326930351
200,3,"skewed","extreme",5,0.795402491192998,0.798460225777038
200,3,"skewed","extreme",6,0.716602736381643,0.718152872953894
200,3,"skewed","extreme",7,0.682397756625404,0.683654349430268
200,3,"skewed","extreme",8,0.737751063750889,0.745695957508627
200,3,"skewed","extreme",9,0.713368195884795,0.714575662749901
200,3,"skewed","extreme",10,0.78689899926956,0.788245224632227
200,3,"skewed","extreme",11,0.732520540672788,0.733438072605798
200,3,"skewed","extreme",12,0.691617962041511,0.694643036646277
200,3,"skewed","extreme",13,0.676730502428761,0.682835068070607
200,3,"skewed","extreme",14,0.76231802466684,0.768699062498929
200,3,"skewed","extreme",15,0.639280461870944,0.647225352124077
200,3,"skewed","extreme",16,0.680861916121929,0.686378877934417
200,3,"skewed","extreme",17,0.715139188493601,0.71728090566314
200,3,"skewed","extreme",18,0.662791421042344,0.669738168807335
200,3,"skewed","extreme",19,0.683177320024152,0.68776298892702
200,3,"skewed","extreme",20,0.756506197102173,0.757737019422391
200,3,"skewed","extreme",21,0.710197617541309,0.710393342986419
200,3,"skewed","extreme",22,0.752661836000561,0.754501764686339
200,3,"skewed","extreme",23,0.73936550529966,0.741234520717698
200,3,"skewed","extreme",24,0.756925053793876,0.7625362442872
200,3,"skewed","extreme",25,0.76539536334088,0.770675854189996
200,3,"skewed","extreme",26,0.714628086288191,0.717162443844597
200,3,"skewed","extreme",27,0.605154568890751,0.616032499742886
200,3,"skewed","extreme",28,0.766030046812713,0.768994094060394
200,3,"skewed","extreme",29,0.778504840223246,0.789013876301817
200,3,"skewed","extreme",30,0.722864047036879,0.726670784354104
200,3,"skewed","extreme",31,0.670977334484321,0.672800558126198
200,3,"skewed","extreme",32,0.731758304838973,0.732344721200571
200,3,"skewed","extreme",33,0.67999302040405,0.688987819633826
200,3,"skewed","extreme",34,0.782384511141834,0.78904312108563
200,3,"skewed","extreme",35,0.718612960921383,0.7217163522363
200,3,"skewed","extreme",36,0.787826216120557,0.794787271345262
200,3,"skewed","extreme",37,0.810559640557023,0.815565228152301
200,3,"skewed","extreme",38,0.641963725274557,0.646190459415986
200,3,"skewed","extreme",39,0.684880618413264,0.689471040354501
200,3,"skewed","extreme",40,0.773853480643823,0.776945382495655
200,3,"skewed","extreme",41,0.734622426439578,0.737872672391333
200,3,"skewed","extreme",42,0.619248002178388,0.621363507742332
200,3,"skewed","extreme",43,0.696488245603371,0.702785272156083
200,3,"skewed","extreme",44,0.760324248607439,0.770249702705953
200,3,"skewed","extreme",45,0.723615836682083,0.727158398252104
200,3,"skewed","extreme",46,0.77335827224773,0.777750785566151
200,3,"skewed","extreme",47,0.709527884046041,0.725905194384297
200,3,"skewed","extreme",48,0.794318748647501,0.796265458942019
200,3,"skewed","extreme",49,0.808211023019814,0.809460198025041
200,3,"skewed","extreme",50,0.762538918638893,0.769315155508951
200,3,"skewed","inconsistent",1,0.221399499268968,0.451467515967265
200,3,"skewed","inconsistent",2,0.571728212062677,0.574030121017063
200,3,"skewed","inconsistent",3,0.304331062090327,0.49422007183978
200,3,"skewed","inconsistent",4,0.611957870722997,0.613169667043919
200,3,"skewed","inconsistent",5,0.594671039844959,0.607728009530008
200,3,"skewed","inconsistent",6,0.473873499277972,0.488265309396861
200,3,"skewed","inconsistent",7,0.244112277713963,0.46838948395284
200,3,"skewed","inconsistent",8,0.495149067795863,0.501370387822759
200,3,"skewed","inconsistent",9,0.442347135071722,0.462941621472072
200,3,"skewed","inconsistent",10,0.369705315817191,0.379153632522961
200,3,"skewed","inconsistent",11,0.536505027296737,0.54384512672164
200,3,"skewed","inconsistent",12,0.484527756431777,0.494318203844723
200,3,"skewed","inconsistent",13,0.413871312080973,0.549074462506302
200,3,"skewed","inconsistent",14,0.369685671405091,0.372082082142469
200,3,"skewed","inconsistent",15,0.435682532625432,0.439242594277357
200,3,"skewed","inconsistent",16,0.53367992794708,0.539076810763989
200,3,"skewed","inconsistent",17,0.484346104655994,0.490799384483838
200,3,"skewed","inconsistent",18,0.560187130340503,0.564699417840289
200,3,"skewed","inconsistent",19,0.554259820882515,0.558743089559628
200,3,"skewed","inconsistent",20,0.478241583608746,0.514387634573098
200,3,"skewed","inconsistent",21,0.576946436015876,0.578724854726886
200,3,"skewed","inconsistent",22,0.562456298310536,0.566232758401192
200,3,"skewed","inconsistent",23,0.588015611783908,0.589849116771033
200,3,"skewed","inconsistent",24,0.318596957238831,0.506612082184379
200,3,"skewed","inconsistent",25,0.44564002868522,0.449951986198711
200,3,"skewed","inconsistent",26,0.487571659406779,0.489397720169323
200,3,"skewed","inconsistent",27,0.512609093274287,0.51703290395305
200,3,"skewed","inconsistent",28,0.479897200836973,0.48279806637173
200,3,"skewed","inconsistent",29,0.552750177138776,0.554798630178515
200,3,"skewed","inconsistent",30,0.546718305225133,0.562286224133627
200,3,"skewed","inconsistent",31,0.525625685948851,0.531670127926544
200,3,"skewed","inconsistent",32,0.406293597191513,0.410443297920019
200,3,"skewed","inconsistent",33,0.608113438432996,0.608555871999139
200,3,"skewed","inconsistent",34,0.375242856169887,0.440913446277592
200,3,"skewed","inconsistent",35,0.484278326734347,0.497233219771053
200,3,"skewed","inconsistent",36,0.480496813518262,0.489431333489236
200,3,"skewed","inconsistent",37,0.49582113517479,0.513198371606921
200,3,"skewed","inconsistent",38,0.488677141418818,0.48983836918182
200,3,"skewed","inconsistent",39,0.471912122520653,0.477385271092507
200,3,"skewed","inconsistent",40,0.508555730550832,0.518405429714224
200,3,"skewed","inconsistent",41,0.421151281743453,0.428582121396663
200,3,"skewed","inconsistent",42,0.620198688270882,0.63484072991127
200,3,"skewed","inconsistent",43,0.519205095967546,0.520867568712316
200,3,"skewed","inconsistent",44,0.425215700701121,0.43652499221656
200,3,"skewed","inconsistent",45,0.577445185020358,0.579950015051372
200,3,"skewed","inconsistent",46,0.644713724054443,0.647108028999728
200,3,"skewed","inconsistent",47,0.541766963566153,0.567950406264065
200,3,"skewed","inconsistent",48,0.561587896309203,0.566613226029234
200,3,"skewed","inconsistent",49,0.562997224424951,0.569771358731664
200,3,"skewed","inconsistent",50,0.52992823312503,0.542774437091598
200,3,"heavy","consistent",1,0.636594102310836,0.640581679147764
200,3,"heavy","consistent",2,0.533467832348215,0.576492725132404
200,3,"heavy","consistent",3,0.841521630570343,0.848707134682752
200,3,"heavy","consistent",4,0.700547526289937,0.702147029878226
200,3,"heavy","consistent",5,0.728938525020968,0.729283071923263
200,3,"heavy","consistent",6,0.631483952406197,0.647052285302364
200,3,"heavy","consistent",7,0.755396614995124,0.760210851308604
200,3,"heavy","consistent",8,0.656827463357619,0.703520840638382
200,3,"heavy","consistent",9,0.620531430422296,0.642502909192888
200,3,"heavy","consistent",10,0.75688228149362,0.758108831858573
200,3,"heavy","consistent",11,0.709259907621974,0.709837817926879
200,3,"heavy","consistent",12,0.702476343901035,0.704557922056688
200,3,"heavy","consistent",13,0.735970651936641,0.738755534284104
200,3,"heavy","consistent",14,0.646632971455614,0.651904368173117
200,3,"heavy","consistent",15,0.836644106710202,0.837906290467497
200,3,"heavy","consistent",16,0.735124597625253,0.735493698458052
200,3,"heavy","consistent",17,0.846052867588829,0.847936524930637
200,3,"heavy","consistent",18,0.601302941383097,0.608028640370727
200,3,"heavy","consistent",19,0.691397311112518,0.704029617268836
200,3,"heavy","consistent",20,0.696332581812757,0.697520698211768
200,3,"heavy","consistent",21,0.671035498553708,0.672002089697144
200,3,"heavy","consistent",22,0.678193511802613,0.682346194330226
200,3,"heavy","consistent",23,0.760010749348504,0.765510776581063
200,3,"heavy","consistent",24,0.825540102924414,0.827278039807659
200,3,"heavy","consistent",25,0.640660139379026,0.645769577511594
200,3,"heavy","consistent",26,0.788648812337522,0.794463270305203
200,3,"heavy","consistent",27,0.723180229262766,0.724576632999797
200,3,"heavy","consistent",28,0.476561534545218,0.480081004911756
200,3,"heavy","consistent",29,0.779755383784719,0.781630997920236
200,3,"heavy","consistent",30,0.799803576780077,0.801300748997454
200,3,"heavy","consistent",31,0.808917414552815,0.809282817728411
200,3,"heavy","consistent",32,0.732982415344153,0.739769845597963
200,3,"heavy","consistent",33,0.576040065893877,0.584952821498276
200,3,"heavy","consistent",34,0.871087834669387,0.871758383865824
200,3,"heavy","consistent",35,0.462457270838336,0.476944382271728
200,3,"heavy","consistent",36,0.878633634459892,0.8794739563584
200,3,"heavy","consistent",37,0.638332525894875,0.639231330824574
200,3,"heavy","consistent",38,0.818599102558361,0.824135756715534
200,3,"heavy","consistent",39,0.622835704285764,0.66373126243398
200,3,"heavy","consistent",40,0.709034908985754,0.713573755076342
200,3,"heavy","consistent",41,0.74725958805411,0.751596332931979
200,3,"heavy","consistent",42,0.762391717364016,0.768307256084403
200,3,"heavy","consistent",43,0.684566721577037,0.687467519603825
200,3,"heavy","consistent",44,0.76852298874991,0.769088004823983
200,3,"heavy","consistent",45,0.618168399720034,0.620685794234801
200,3,"heavy","consistent",46,0.686358281878859,0.69338276846339
200,3,"heavy","consistent",47,0.618582052810285,0.622462171078115
200,3,"heavy","consistent",48,0.752352117640462,0.752991191320991
200,3,"heavy","consistent",49,0.755184930448487,0.759439742311476
200,3,"heavy","consistent",50,0.740581838628162,0.741510091147102
200,3,"heavy","acquiescent",1,0.659476570987177,0.664044452079981
200,3,"heavy","acquiescent",2,0.747924377225872,0.751295228193115
200,3,"heavy","acquiescent",3,0.749004702559118,0.756032692908592
200,3,"heavy","acquiescent",4,0.753555789838562,0.757393193919344
200,3,"heavy","acquiescent",5,0.755127567089534,0.757525893145614
200,3,"heavy","acquiescent",6,0.569099390603792,0.5702521525224
200,3,"heavy","acquiescent",7,0.682299211220104,0.68587988640587
200,3,"heavy","acquiescent",8,0.705625843861114,0.711980763049115
200,3,"heavy","acquiescent",9,0.746254794838339,0.747988597210783
200,3,"heavy","acquiescent",10,0.685503296712234,0.689945564810832
200,3,"heavy","acquiescent",11,0.740967691863043,0.742828291655987
200,3,"heavy","acquiescent",12,0.791642386815242,0.792572706551906
200,3,"heavy","acquiescent",13,0.736779418339282,0.741092405337551
200,3,"heavy","acquiescent",14,0.813827828268502,0.816340235415973
200,3,"heavy","acquiescent",15,0.877078843898084,0.878132947740035
200,3,"heavy","acquiescent",16,0.778475032429251,0.779584769409113
200,3,"heavy","acquiescent",17,0.733873245955986,0.73526564947778
200,3,"heavy","acquiescent",18,0.696701479257805,0.699843398757377
200,3,"heavy","acquiescent",19,0.790455843187855,0.79414177767679
200,3,"heavy","acquiescent",20,0.776254551154127,0.779023791810552
200,3,"heavy","acquiescent",21,0.719527507371912,0.731001795997367
200,3,"heavy","acquiescent",22,0.716780458749635,0.718927617408748
200,3,"heavy","acquiescent",23,0.728570202637738,0.742709020660875
200,3,"heavy","acquiescent",24,0.740881902681729,0.741823375941774
200,3,"heavy","acquiescent",25,0.815186721408156,0.815932659348406
200,3,"heavy","acquiescent",26,0.755764589329745,0.759711903530722
200,3,"heavy","acquiescent",27,0.705105217001111,0.707547969806286
200,3,"heavy","acquiescent",28,0.663460442891799,0.6667373973707
200,3,"heavy","acquiescent",29,0.830023628222153,0.833033379408682
200,3,"heavy","acquiescent",30,0.780751861374862,0.781661184139714
200,3,"heavy","acquiescent",31,0.59646375650654,0.599140535146822
200,3,"heavy","acquiescent",32,0.709587365121634,0.713632475427272
200,3,"heavy","acquiescent",33,0.557033833728011,0.563990427028304
200,3,"heavy","acquiescent",34,0.853347696752197,0.855215785074112
200,3,"heavy","acquiescent",35,0.616728884117153,0.625863715665782
200,3,"heavy","acquiescent",36,0.651278599306581,0.665572976824998
200,3,"heavy","acquiescent",37,0.675222968657961,0.681994365599498
200,3,"heavy","acquiescent",38,0.844189725828944,0.845245456743868
200,3,"heavy","acquiescent",39,0.722733090962874,0.730252642352276
200,3,"heavy","acquiescent",40,0.61842216666612,0.624964746638015
200,3,"heavy","acquiescent",41,0.772177068305094,0.780907758112633
200,3,"heavy","acquiescent",42,0.759979028773154,0.765129710547361
200,3,"heavy","acquiescent",43,0.717333069766907,0.7227203549118
200,3,"heavy","acquiescent",44,0.867918218331643,0.86986756165066
200,3,"heavy","acquiescent",45,0.789145102352117,0.790827727082409
200,3,"heavy","acquiescent",46,0.713237656577006,0.718004007149427
200,3,"heavy","acquiescent",47,0.760803757774631,0.764923711556695
200,3,"heavy","acquiescent",48,0.74837480158497,0.750586394750227
200,3,"heavy","acquiescent",49,0.74283142492453,0.746151967933436
200,3,"heavy","acquiescent",50,0.764380606815876,0.769868730014194
200,3,"heavy","extreme",1,0.746547761996862,0.747403387090052
200,3,"heavy","extreme",2,0.759050263299101,0.764443345743571
200,3,"heavy","extreme",3,0.610275296680208,0.619468634580529
200,3,"heavy","extreme",4,0.682825615062311,0.684028482056519
200,3,"heavy","extreme",5,0.788989466477179,0.794159756202948
200,3,"heavy","extreme",6,0.669337141828682,0.695276828701043
200,3,"heavy","extreme",7,0.809488759739312,0.813156193320302
200,3,"heavy","extreme",8,0.787127700600743,0.789867489729282
200,3,"heavy","extreme",9,0.797654081201704,0.798571711777483
200,3,"heavy","extreme",10,0.748671335369202,0.751462721006206
200,3,"heavy","extreme",11,0.748717096251347,0.751622472624511
200,3,"heavy","extreme",12,0.675169598875759,0.68257208429053
200,3,"heavy","extreme",13,0.669184354568489,0.685435310257874
200,3,"heavy","extreme",14,0.61820168107219,0.631436544781367
200,3,"heavy","extreme",15,0.662596482576692,0.663302727660687
200,3,"heavy","extreme",16,0.761984078938331,0.763069718186956
200,3,"heavy","extreme",17,0.764002576442693,0.765394161204748
200,3,"heavy","extreme",18,0.743881128868209,0.749227065862006
200,3,"heavy","extreme",19,0.745551914235173,0.755403851432077
200,3,"heavy","extreme",20,0.734812006752921,0.737542084588249
200,3,"heavy","extreme",21,0.700345140641266,0.702968893832036
200,3,"heavy","extreme",22,0.697948930245991,0.700160914467886
200,3,"heavy","extreme",23,0.674756612285858,0.705207482485367
200,3,"heavy","extreme",24,0.59347736203207,0.602750334465196
200,3,"heavy","extreme",25,0.721087536446498,0.724489185678072
200,3,"heavy","extreme",26,0.736866430932472,0.741684053285078
200,3,"heavy","extreme",27,0.660483617115937,0.661111605596997
200,3,"heavy","extreme",28,0.597831559450551,0.607787604907401
200,3,"heavy","extreme",29,0.803909280048781,0.804234233248537
200,3,"heavy","extreme",30,0.729398234140479,0.739288559460421
200,3,"heavy","extreme",31,0.795125094661506,0.799117036521704
200,3,"heavy","extreme",32,0.763940874345608,0.764831422517218
200,3,"heavy","extreme",33,0.75044985847488,0.753954085976906
200,3,"heavy","extreme",34,0.730826178049652,0.735077295288544
200,3,"heavy","extreme",35,0.734932978680342,0.737081155738573
200,3,"heavy","extreme",36,0.750773509515756,0.754476454794202
200,3,"heavy","extreme",37,0.653915869296726,0.654780719451763
200,3,"heavy","extreme",38,0.691269931783703,0.697161987110748
200,3,"heavy","extreme",39,0.645370164961043,0.649582615843856
200,3,"heavy","extreme",40,0.759771568608222,0.770683984345071
200,3,"heavy","extreme",41,0.681086774318289,0.683095712887895
200,3,"heavy","extreme",42,0.707220014555812,0.708848363619704
200,3,"heavy","extreme",43,0.61744923441665,0.632412166380432
200,3,"heavy","extreme",44,0.715071497318821,0.715834905538985
200,3,"heavy","extreme",45,0.683134893196137,0.687186805923067
200,3,"heavy","extreme",46,0.743913327028192,0.747227099485724
200,3,"heavy","extreme",47,0.696884250913496,0.710188305947122
200,3,"heavy","extreme",48,0.787102308896253,0.795129895952091
200,3,"heavy","extreme",49,0.663591614946333,0.669174831079721
200,3,"heavy","extreme",50,0.615628933188668,0.616497986045439
200,3,"heavy","inconsistent",1,0.477317174917803,0.47943068037707
200,3,"heavy","inconsistent",2,0.318299200229795,0.447978403214708
200,3,"heavy","inconsistent",3,0.63651989713831,0.63846412704034
200,3,"heavy","inconsistent",4,0.508183782137188,0.511731275216767
200,3,"heavy","inconsistent",5,0.477821499514054,0.479936789528982
200,3,"heavy","inconsistent",6,0.409054851642717,0.423483699386166
200,3,"heavy","inconsistent",7,0.379568210318781,0.383546751200818
200,3,"heavy","inconsistent",8,0.555864491635819,0.557070202724072
200,3,"heavy","inconsistent",9,0.419235056323163,0.449504399998261
200,3,"heavy","inconsistent",10,0.412822123880167,0.416321447733763
200,3,"heavy","inconsistent",11,0.394998257816667,0.410315941749214
200,3,"heavy","inconsistent",12,0.479895716213837,0.484972617018957
200,3,"heavy","inconsistent",13,0.523339243401173,0.524454722792718
200,3,"heavy","inconsistent",14,0.576026440426228,0.586764393181959
200,3,"heavy","inconsistent",15,0.384822029198103,0.398370825705623
200,3,"heavy","inconsistent",16,0.626876739132967,0.62733372219511
200,3,"heavy","inconsistent",17,0.422527538099024,0.424130362796231
200,3,"heavy","inconsistent",18,0.372537667582639,0.383758781419855
200,3,"heavy","inconsistent",19,0.534639847345979,0.540065498614311
200,3,"heavy","inconsistent",20,0.254185940353061,0.254846299395501
200,3,"heavy","inconsistent",21,0.487886839288047,0.521710592172853
200,3,"heavy","inconsistent",22,0.550432865493231,0.570088578957784
200,3,"heavy","inconsistent",23,0.524921392219851,0.549993307484289
200,3,"heavy","inconsistent",24,0.36319317839563,0.377625467105369
200,3,"heavy","inconsistent",25,0.425371742945713,0.430474951983873
200,3,"heavy","inconsistent",26,0.372576505397485,0.39554783267172
200,3,"heavy","inconsistent",27,0.459834658007671,0.463863963807234
200,3,"heavy","inconsistent",28,0.600728287991978,0.615996910028972
200,3,"heavy","inconsistent",29,0.355849767403322,0.376571440265795
200,3,"heavy","inconsistent",30,0.508286344114894,0.510221349739477
200,3,"heavy","inconsistent",31,0.35604844385625,0.364783576261182
200,3,"heavy","inconsistent",32,0.448070898368794,0.465972845762226
200,3,"heavy","inconsistent",33,0.407383661761942,0.426658215100826
200,3,"heavy","inconsistent",34,0.696612586175373,0.703755919832703
200,3,"heavy","inconsistent",35,0.473771404763646,0.505764860807993
200,3,"heavy","inconsistent",36,0.570592617106714,0.594713615630612
200,3,"heavy","inconsistent",37,0.391835940466946,0.397930541623938
200,3,"heavy","inconsistent",38,0.629960759201169,0.642821639919081
200,3,"heavy","inconsistent",39,0.470944544259419,0.472351622317159
200,3,"heavy","inconsistent",40,0.36566537406959,0.368809294573354
200,3,"heavy","inconsistent",41,0.333003315846635,0.349769971316712
200,3,"heavy","inconsistent",42,0.409251489127283,0.423403333566298
200,3,"heavy","inconsistent",43,0.45515654704789,0.468405212296155
200,3,"heavy","inconsistent",44,0.602033782731571,0.610859047919433
200,3,"heavy","inconsistent",45,0.561320914724574,0.563670363851176
200,3,"heavy","inconsistent",46,0.586839265638364,0.596282290159119
200,3,"heavy","inconsistent",47,0.412968252097245,0.421444249791627
200,3,"heavy","inconsistent",48,0.31691670307608,0.355592874068189
200,3,"heavy","inconsistent",49,0.336348735414462,0.349529010994993
200,3,"heavy","inconsistent",50,0.56610911630976,0.568855318328576
300,3,"normal","consistent",1,0.79322423538561,0.793334623985567
300,3,"normal","consistent",2,0.784771123856869,0.78761735790958
300,3,"normal","consistent",3,0.765889820544846,0.770735528867243
300,3,"normal","consistent",4,0.776873132665539,0.782662700700154
300,3,"normal","consistent",5,0.759317264395237,0.76294484202564
300,3,"normal","consistent",6,0.649239327367722,0.657547184636864
300,3,"normal","consistent",7,0.704521160123167,0.705671485396843
300,3,"normal","consistent",8,0.819958873343256,0.821651963593866
300,3,"normal","consistent",9,0.710241885554223,0.71416136174806
300,3,"normal","consistent",10,0.785507515716502,0.786800292043457
300,3,"normal","consistent",11,0.710278905980771,0.712823658941028
300,3,"normal","consistent",12,0.809779157783656,0.810136005219775
300,3,"normal","consistent",13,0.770512322935748,0.771910978105609
300,3,"normal","consistent",14,0.672878379285071,0.677224045992907
300,3,"normal","consistent",15,0.754746103451552,0.755780293653549
300,3,"normal","consistent",16,0.77715034621226,0.783438950159855
300,3,"normal","consistent",17,0.765734942931284,0.766163330776441
300,3,"normal","consistent",18,0.797628906649285,0.799324139709381
300,3,"normal","consistent",19,0.758709097762119,0.760384416735635
300,3,"normal","consistent",20,0.756954193767485,0.762917781716891
300,3,"normal","consistent",21,0.711701448384808,0.712173938605578
300,3,"normal","consistent",22,0.796192159499337,0.799218049579373
300,3,"normal","consistent",23,0.715928462245345,0.717753099239666
300,3,"normal","consistent",24,0.690793980460679,0.702661483951979
300,3,"normal","consistent",25,0.778160002288699,0.78254357248912
300,3,"normal","consistent",26,0.712681061359342,0.712978568508002
300,3,"normal","consistent",27,0.805261610528184,0.805908949911794
300,3,"normal","consistent",28,0.693549537918467,0.694945426822866
